id,category,garhwali,hindi,english
3405,festival,होली में रंग खेलन मजा छ।,होली में रंग खेलने में मज़ा है।,Playing colors on Holi is fun.
3406,school,स्कूल कति बाज्यि?,स्कूल कितने बजे है?,What time is school?
3407,work,आज मीटिंग छा।,आज मीटिंग है।,There is a meeting today.
3408,work,आज मीटिंग छा।,आज मीटिंग है।,There is a meeting today.
3409,work,काम कति चाल्युं?,काम कैसा चल रहा है?,How is the work going?
3410,festival,दिवाली में घर सजांदा।,दिवाली में घर सजाते हैं।,We decorate the house on Diwali.
3411,market,म बाज़ार जा रौं।,मैं बाज़ार जा रहा हूँ।,I am going to the market.
3412,family,घर में सब ठीक छा?,घर में सब ठीक है?,Is everything fine at home?
3413,work,आज मीटिंग छा।,आज मीटिंग है।,There is a meeting today.
3414,food,चाय बनाई दे।,चाय बना दो।,Make tea.
3415,work,काम कति चाल्युं?,काम कैसा चल रहा है?,How is the work going?
3416,market,दुकान कभ खुलली?,दुकान कब खुलेगी?,When will the shop open?
3417,school,होमवर्क कर ल्यो?,होमवर्क कर लिया?,Did you finish your homework?
3418,festival,होली में रंग खेलन मजा छ।,होली में रंग खेलने में मज़ा है।,Playing colors on Holi is fun.
3419,emotion,आज खुश छूं।,आज मैं खुश हूँ।,I am happy today.
3420,weather,बारिश होन लग्यूं।,बारिश होने लगी।,It started raining.
3421,daily_use,बत्ती बाल दे।,लाइट जला दो।,Turn on the light.
3422,home,भात बणाई दे।,भात बना दो।,Cook the rice.
3423,home,भात बणाई दे।,भात बना दो।,Cook the rice.
3424,weather,बारिश होन लग्यूं।,बारिश होने लगी।,It started raining.
3425,festival,नवरात्रि में पूजा करांदा।,नवरात्रि में पूजा करते हैं।,We perform worship during Navratri.
3426,travel,रास्तो ठीक छा?,क्या रास्ता ठीक है?,Is the road okay?
3427,emotion,मन दुख्यूं छा।,मुझे दुख हो रहा है।,I feel sad.
3428,weather,आज धूप खूब छन।,आज धूप बहुत है।,It's very sunny today.
3429,emotion,थोड़ो डर लग्यूं।,थोड़ा डर लग रहा है।,I feel a little scared.
3430,daily_use,बत्ती बाल दे।,लाइट जला दो।,Turn on the light.
3431,home,झाड़ू कँहा छन?,झाड़ू कहाँ है?,Where is the broom?
3432,greetings,भल भेटी!,अच्छा मिला!,Nice to meet you!
3433,greetings,जै हो!,जय हो!,Greetings!
3434,festival,दिवाली में घर सजांदा।,दिवाली में घर सजाते हैं।,We decorate the house on Diwali.
3435,home,घर साफ कर द्याल?,क्या घर साफ हुआ?,Is the house cleaned?
3436,emotion,थोड़ो डर लग्यूं।,थोड़ा डर लग रहा है।,I feel a little scared.
3437,emotion,थोड़ो डर लग्यूं।,थोड़ा डर लग रहा है।,I feel a little scared.
